,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
313,Clout (feat. Cardi B),0.919,0.622,-7.384,0.0997,0.228,0.122,140.022
314,Drip Too Hard,0.9,0.653,-6.962,0.289,0.0945,0.528,112.503
315,Jefe (feat. Meek Mill),0.71,0.826,-5.197,0.295,0.0808,0.738,127.947
316,NO BYSTANDERS,0.731,0.811,-3.225,0.0712,0.0204,0.411,147.045
317,Champion (feat. Travis Scott),0.642,0.782,-3.395,0.0477,0.381,0.108,162.005
318,Faith (feat. Quavo),0.527,0.61,-6.903,0.107,0.758,0.0882,157.1
319,Nonstop,0.909,0.405,-8.133,0.14,0.0306,0.105,154.984
320,Mob Ties,0.755,0.575,-8.392,0.0673,0.0443,0.276,85.994
321,Yes Indeed,0.964,0.346,-9.309,0.53,0.035,0.108,119.958
322,Drip (feat. Migos),0.968,0.589,-7.808,0.255,0.0511,0.0731,129.993
323,Let It Rock,0.607,0.783,-4.41,0.0397,0.000683,0.0678,113.172
324,We Takin' Over,0.767,0.872,-4.25,0.0761,0.153,0.518,112.6
325,MotorSport,0.901,0.529,-4.443,0.191,0.0519,0.179,138.003
326,Bank Account,0.884,0.346,-8.228,0.351,0.0151,0.0871,75.016
327,BUTTERFLY EFFECT,0.763,0.598,-6.865,0.0539,0.0714,0.112,140.987
328,Free Smoke,0.736,0.491,-6.892,0.439,0.0681,0.571,141.979
329,Forgot About Dre,0.924,0.74,-1.299,0.0774,0.0827,0.163,133.974
330,Mask Off (feat. Kendrick Lamar) - Remix,0.727,0.431,-12.007,0.395,0.0111,0.506,150.005
331,Offended (feat. Young Thug & 21 Savage),0.937,0.541,-7.368,0.288,0.171,0.105,124.033
332,Broccoli,0.886,0.525,-7.39,0.132,0.236,0.057,145.99
333,No Shopping,0.895,0.491,-10.261,0.246,0.0144,0.143,83.505
334,Digital Dash,0.881,0.546,-7.566,0.12,0.00296,0.226,140.032
335,Thought It Was a Drought,0.861,0.448,-8.256,0.111,0.00761,0.0902,125.022
336,Ni**as In Paris,0.788,0.859,-5.542,0.315,0.127,0.348,140.027
337,F*ck Up Some Commas,0.874,0.568,-5.896,0.224,0.0698,0.149,139.995
338,Myself,0.749,0.398,-7.44,0.171,0.648,0.115,80.032
339,Lottery (Renegade),0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964
340,Landed,0.881,0.636,-4.629,0.287,0.00606,0.111,163.949
341,Racks 2 Skinny,0.814,0.584,-5.425,0.0819,0.00839,0.0646,141.016
342,Make It Rain,0.54,0.77,-3.981,0.389,0.194,0.372,159.494
343,Versace (Remix),0.845,0.705,-4.271,0.243,0.0218,0.339,132.05
344,Welcome To The Party (feat. Nicki Minaj) - Remix,0.67,0.622,-6.001,0.253,0.0317,0.158,142.931
345,War (feat. Lil Tjay) - Bonus,0.642,0.764,-4.441,0.174,0.196,0.077,141.831
346,Dreaming,0.687,0.691,-4.091,0.261,0.173,0.504,71.576
347,Element,0.772,0.879,-4.22,0.34,0.0283,0.256,61.309
348,Invincible,0.731,0.734,-5.652,0.273,0.127,0.268,142.983
349,Diana (feat. King Combs),0.784,0.755,-6.886,0.196,0.228,0.099,127.017
350,GATTI,0.594,0.676,-5.808,0.344,0.135,0.163,143.477
351,Tunnel Vision (Outro),0.718,0.66,-7.39,0.325,0.363,0.159,142.879
352,Mood Swings (feat. Lil Tjay),0.48,0.602,-6.335,0.368,0.487,0.0848,179.798
353,Enjoy Yourself (feat. Karol G),0.764,0.676,-6.761,0.0927,0.389,0.215,97.02
354,Make It Rain (feat. Rowdy Rebel),0.5,0.767,-4.105,0.403,0.162,0.385,159.477
355,Gangstas,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987
356,For The Night (feat. Lil Baby & DaBaby),0.823,0.586,-6.606,0.2,0.114,0.193,125.971
357,PTSD,0.599,0.622,-4.313,0.264,0.124,0.158,91.615
358,Get Back,0.798,0.649,-6.546,0.306,0.0746,0.517,142.006
359,Late Nights,0.662,0.667,-4.905,0.0832,0.535,0.215,71.465
360,How I Move (feat. Lil Baby),0.826,0.635,-5.181,0.212,0.102,0.245,119.954
361,Without Me,0.908,0.669,-2.827,0.0738,0.00286,0.237,112.238
362,Love The Way You Lie,0.749,0.925,-5.034,0.227,0.241,0.52,86.989
363,The Real Slim Shady,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504
364,Not Afraid,0.855,0.954,-1.19,0.264,0.529,0.205,114.635
365,Survival,0.459,0.899,-2.978,0.21,0.0038,0.126,176.384
366,Evil Twin,0.648,0.91,-4.762,0.363,0.0529,0.0834,83.091
367,Wicked Ways,0.714,0.787,-6.769,0.401,0.0497,0.58,138.017
368,Cold Wind Blows,0.619,0.972,-0.517,0.416,0.13,0.782,169.04
369,Won't Back Down,0.478,0.951,-2.347,0.19,0.0133,0.0533,179.978
370,Talkin’ 2 Myself,0.421,0.963,-2.16,0.415,0.0819,0.5,180.336
371,Cinderella Man,0.679,0.908,-3.411,0.202,0.234,0.0821,85.918
372,We Made You,0.924,0.853,-1.203,0.0792,0.107,0.129,114.003
373,Old Time's Sake,0.775,0.829,-1.933,0.304,0.0606,0.33,176.047
374,Must Be The Ganja,0.728,0.801,0.161,0.297,0.322,0.244,82.657
375,3 a.m.,0.75,0.831,-2.601,0.397,0.0603,0.0576,76.439
376,Stay Wide Awake,0.747,0.851,-3.35,0.274,0.196,0.258,75.16
377,Deja Vu,0.7,0.873,-1.88,0.208,0.208,0.229,84.023
378,Beautiful,0.727,0.696,-4.472,0.0706,0.251,0.0726,132.077
379,Crack A Bottle,0.516,0.874,-2.571,0.186,0.0864,0.173,169.561
380,Elevator,0.796,0.793,-3.911,0.318,0.323,0.332,90.51
381,Music Box,0.635,0.712,-5.151,0.11,0.0131,0.187,78.598
382,My Darling,0.511,0.79,-6.592,0.449,0.319,0.265,170.903
383,Careful What You Wish For,0.634,0.601,-5.614,0.429,0.141,0.326,68.423
384,Evil Deeds,0.731,0.686,-5.002,0.33,0.0915,0.415,75.54
385,Rain Man,0.836,0.494,-3.506,0.253,0.0968,0.078,88.04
386,Ass Like That,0.646,0.796,-6.152,0.366,0.409,0.107,83.093
387,Mockingbird,0.637,0.678,-3.798,0.266,0.209,0.156,84.039
388,Business,0.901,0.813,-4.509,0.199,0.0325,0.144,96.442
389,Superman,0.802,0.755,-3.138,0.0564,0.0215,0.295,130.027
390,Kill You,0.897,0.559,-8.268,0.379,0.155,0.296,106.991
391,Stan,0.78,0.768,-4.325,0.238,0.0371,0.518,80.063
392,The Way I Am,0.785,0.871,-2.692,0.265,0.144,0.309,87.248
393,Remember Me?,0.806,0.905,-3.119,0.299,0.00293,0.23,89.982
394,I'm Back,0.878,0.595,-3.924,0.203,0.0146,0.328,89.995
395,Marshall Mathers,0.729,0.759,-3.177,0.127,0.0361,0.0694,95.935
396,Drug Ballad,0.913,0.7,-3.411,0.0589,0.0239,0.125,104.759
397,Amityville,0.618,0.929,-3.238,0.273,0.0217,0.326,79.864
398,Bitch Please II,0.918,0.586,-2.89,0.133,0.0783,0.145,95.517
399,Criminal,0.81,0.724,-6.153,0.268,0.127,0.306,101.941
400,My Name Is,0.845,0.682,-6.245,0.339,0.052,0.0931,85.561
401,Brain Damage,0.871,0.602,-7.862,0.142,0.00823,0.0634,94.989
402,'97 Bonnie & Clyde,0.723,0.916,-6.526,0.517,0.0949,0.297,184.083
403,Just Don't Give A Fuck,0.587,0.935,-1.775,0.263,0.000633,0.214,85.595
404,Still Don't Give A Fuck,0.681,0.851,-4.055,0.386,0.112,0.351,89.777
405,"Bad Guys Always Die - From ""Wild Wild West"" Soundtrack",0.722,0.747,-3.483,0.0509,0.0249,0.197,95.866
406,Encore,0.651,0.715,-6.223,0.364,0.0802,0.733,174.26
407,The Re-Up,0.682,0.789,-5.01,0.488,0.0231,0.323,173.015
408,"Lose Yourself - From ""8 Mile"" Soundtrack",0.692,0.744,-4.565,0.257,0.00868,0.359,171.374
409,Dead Wrong,0.68,0.867,-4.084,0.289,0.216,0.0441,82.132
410,Renegade,0.764,0.724,-4.748,0.368,0.441,0.177,84.797
411,Shake That,0.963,0.643,-5.785,0.117,0.0507,0.157,107.005
412,Homicide,0.722,0.764,-5.656,0.398,0.145,0.171,139.831
413,Love The Way You Lie (Part II) - Pt. 2,0.486,0.839,-4.5,0.158,0.327,0.048,165.948
414,Detroit Vs. Everybody,0.704,0.765,-7.022,0.335,0.0773,0.276,87.92
415,Psychopath Killer,0.631,0.85,-4.379,0.278,0.0985,0.104,120.105
416,Kings Never Die,0.771,0.896,-5.289,0.129,0.0275,0.204,112.505
417,My Life,0.646,0.932,-4.178,0.276,0.045,0.276,176.111
418,Welcome 2 Hell,0.797,0.922,-2.397,0.346,0.167,0.348,141.966
419,American Psycho,0.685,0.765,-3.712,0.271,0.224,0.103,84.915
420,Echo,0.548,0.847,-3.413,0.16,0.179,0.254,147.016
421,Bad Guy,0.612,0.797,-3.648,0.448,0.064,0.257,81.086
422,W.T.P.,0.77,0.937,-2.327,0.247,0.0319,0.348,95.011
423,Going Through Changes,0.693,0.899,-4.084,0.259,0.0197,0.0594,86.048
424,Space Bound,0.668,0.886,-3.474,0.117,0.0417,0.459,142.002
425,25 To Life,0.701,0.931,-0.945,0.243,0.239,0.194,79.996
426,So Bad,0.773,0.811,0.496,0.0882,0.304,0.174,81.037
427,Almost Famous,0.537,0.961,-1.498,0.295,0.0253,0.332,82.44
428,You’re Never Over,0.691,0.96,-1.616,0.198,0.0193,0.0626,157.02
429,Untitled,0.857,0.841,-2.839,0.103,0.34,0.161,112.023
430,Underground,0.632,0.807,-3.489,0.409,0.126,0.568,107.316
431,Hell Breaks Loose,0.57,0.883,-3.099,0.219,0.129,0.0949,78.887
432,Mosh,0.625,0.719,-3.326,0.24,0.672,0.7,72.532
433,Just Lose It,0.94,0.633,-3.56,0.0467,0.0581,0.281,121.003
434,Cleanin' Out My Closet,0.908,0.758,-4.753,0.174,0.0687,0.0783,148.015
435,Say Goodbye Hollywood,0.717,0.664,-5.023,0.205,0.0529,0.096,94.331
436,Square Dance,0.763,0.675,-1.797,0.223,0.0307,0.0876,82.0
437,Drips,0.813,0.687,-4.85,0.298,0.0346,0.0878,83.944
438,Hailie's Song,0.787,0.731,-3.295,0.156,0.0168,0.0839,80.98
439,Who Knew,0.855,0.596,-4.147,0.307,0.135,0.139,100.894
440,Under The Influence,0.921,0.752,-4.32,0.27,0.0174,0.135,96.985
441,Chloraseptic (feat. 2 Chainz & Phresher) - Remix,0.887,0.725,-6.534,0.295,0.159,0.333,135.95
442,The Reunion,0.557,0.899,-3.237,0.433,0.179,0.693,86.471
443,Above The Law,0.443,0.895,-3.377,0.469,0.092,0.239,183.602
444,I’m On Everything,0.595,0.784,-5.849,0.326,0.011,0.959,109.425
445,Lighters,0.676,0.695,-8.327,0.245,0.352,0.119,90.268
446,Guilty Conscience,0.723,0.786,-5.094,0.313,0.0521,0.318,90.237
447,Bad Meets Evil,0.502,0.891,-4.54,0.709,0.0276,0.888,189.479
448,Venom - Music From The Motion Picture,0.75,0.789,-5.058,0.0647,0.0148,0.501,135.954
449,When I'm Gone,0.608,0.745,-5.496,0.365,0.0551,0.27,150.068
450,Shit On You,0.687,0.744,-6.698,0.458,0.0804,0.0924,109.529
451,Stan - Live At 43rd Grammy Awards,0.655,0.837,-5.593,0.14,0.205,0.703,80.04
452,Bang (feat. Eminem),0.707,0.872,-3.783,0.299,0.219,0.17,146.042
453,Psycho,0.659,0.691,-6.911,0.248,0.109,0.343,87.562
454,"Welcome 2 Detroit - 12"" Version",0.601,0.782,-4.652,0.287,0.196,0.481,91.241
455,Don't Aproach Me (feat. Eminem),0.908,0.687,-5.202,0.301,0.416,0.12,92.889
456,My Band,0.851,0.849,-3.383,0.0828,0.497,0.116,120.014
457,Git Up,0.681,0.818,-2.459,0.0722,0.000889,0.103,171.397
458,Unaccommodating (feat. Young M.A),0.852,0.752,-5.793,0.0597,0.0169,0.394,89.95
459,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",0.68,0.82,-4.197,0.151,0.0614,0.597,140.033
460,Lock It Up (feat. Anderson .Paak),0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024
461,Premonition - Intro,0.847,0.637,-5.193,0.367,0.0258,0.382,165.979
462,'Till I Collapse,0.548,0.847,-3.237,0.186,0.0622,0.0816,171.447
463,Not Alike (feat. Royce Da 5'9),0.904,0.756,-3.746,0.32,0.0692,0.339,140.005
464,Venom - Music From The Motion Picture,0.749,0.794,-5.063,0.064,0.0193,0.543,135.959
465,Walk On Water (feat. Beyoncé),0.483,0.439,-10.212,0.238,0.805,0.637,81.986
466,Rhyme Or Reason,0.845,0.835,-3.814,0.241,0.129,0.0552,116.927
467,Legacy,0.664,0.899,-3.711,0.474,0.276,0.197,164.125
468,Asshole,0.534,0.906,-2.316,0.349,0.471,0.782,174.058
469,Rap God,0.708,0.843,-2.66,0.314,0.397,0.799,148.14
470,Stronger Than I Was,0.781,0.602,-5.426,0.107,0.121,0.148,121.998
471,The Monster,0.781,0.853,-3.68,0.0715,0.0525,0.12,110.049
472,Headlights,0.688,0.782,-3.683,0.158,0.152,0.803,146.324
473,Beautiful Pain,0.685,0.815,-4.494,0.459,0.0616,0.154,165.369
474,Cold Wind Blows,0.619,0.972,-0.517,0.416,0.13,0.782,169.04
475,Talkin’ 2 Myself,0.434,0.963,-2.16,0.406,0.0815,0.5,180.242
476,Won't Back Down,0.486,0.951,-2.345,0.199,0.0132,0.0533,180.128
477,W.T.P.,0.71,0.936,-2.327,0.249,0.0313,0.348,94.823
478,Going Through Changes,0.693,0.899,-4.088,0.259,0.0197,0.0594,86.047
479,No Love,0.522,0.932,-2.87,0.255,0.119,0.177,129.473
480,Seduction,0.648,0.847,-4.386,0.384,0.124,0.651,77.982
481,Space Bound,0.668,0.886,-3.474,0.117,0.0417,0.459,142.011
482,Cinderella Man,0.682,0.909,-3.411,0.201,0.233,0.0821,85.994
483,25 To Life,0.701,0.931,-0.945,0.243,0.238,0.194,79.996
484,So Bad,0.773,0.812,0.497,0.0872,0.307,0.174,81.037
485,Almost Famous,0.537,0.961,-1.498,0.295,0.0251,0.332,82.44
486,Love The Way You Lie,0.749,0.925,-5.034,0.227,0.241,0.52,86.989
487,You’re Never Over,0.691,0.96,-1.616,0.198,0.0195,0.0626,157.025
488,Untitled,0.856,0.841,-2.839,0.104,0.34,0.161,112.023
489,Session One,0.447,0.946,-3.506,0.354,0.182,0.352,175.449
490,My Mom,0.812,0.88,-1.521,0.259,0.295,0.106,90.098
491,Hello,0.862,0.936,-5.782,0.189,0.149,0.551,96.0
492,Buffalo Bill,0.549,0.883,-3.858,0.403,0.0208,0.237,175.882
493,Drop The Bomb On 'Em,0.892,0.693,-4.048,0.215,0.0277,0.123,91.989
494,Yellow Brick Road,0.766,0.818,-3.545,0.249,0.293,0.205,84.466
495,Never Enough,0.777,0.716,-5.327,0.347,0.294,0.665,95.756
496,Like Toy Soldiers,0.52,0.768,-3.489,0.359,0.0193,0.104,79.178
497,Spend Some Time,0.695,0.61,-5.133,0.228,0.0561,0.123,83.659
498,One Shot 2 Shot,0.885,0.61,-6.266,0.225,0.194,0.278,98.974
499,White America,0.558,0.615,-5.641,0.229,0.0103,0.105,76.673
500,When The Music Stops,0.722,0.553,-3.578,0.118,0.0455,0.08,92.996
501,Say What You Say,0.89,0.541,-3.672,0.418,0.179,0.167,113.411
502,My Dad's Gone Crazy,0.73,0.698,-5.089,0.508,0.0986,0.322,176.146
503,Killshot,0.893,0.651,-8.647,0.367,0.0995,0.371,105.835
504,Nowhere Fast - Extended Version,0.699,0.691,-5.813,0.31,0.267,0.283,78.874
505,Guts Over Fear,0.655,0.859,-4.277,0.221,0.328,0.248,140.049
506,No Apologies,0.538,0.73,-3.426,0.276,0.0171,0.103,87.022
507,I Need A Doctor,0.594,0.946,-4.521,0.452,0.0869,0.306,155.826
